,month,name,plot.id,species,family,fg.fine,bites,bitesm2,area,plot.area
2008,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,10,1.111111111,9,shaded
2009,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2010,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2011,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2012,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2013,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2014,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2015,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,11,1.222222222,9,shaded
2016,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,shaded
2017,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,11,1.222222222,9,shaded
2018,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,17,1.888888889,9,shaded
2019,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,shaded
2020,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,11,1.222222222,9,shaded
2021,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,shaded
2022,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,10,1.111111111,9,shaded
2023,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2024,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2025,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2026,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2027,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2028,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2029,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,shaded
2030,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2031,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2032,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2033,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2034,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2035,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2036,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2037,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2038,March,lo-9-2,shaded 9,Scarus atrilunula,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,shaded
2039,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,shaded
2040,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2041,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2042,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,shaded
2043,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,48,5.333333333,9,shaded
2044,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,shaded
2045,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,shaded
2046,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,48,5.333333333,9,shaded
2047,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2048,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2049,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2050,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2051,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2052,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2053,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2054,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2055,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2056,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2057,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,shaded
2058,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2059,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,shaded
2060,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,shaded
2061,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2062,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2063,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,shaded
2064,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2065,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2066,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,shaded
2067,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2068,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2069,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,shaded
2070,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2071,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,shaded
2072,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2073,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2074,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2075,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2076,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2077,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2078,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2079,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2080,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2081,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2082,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,shaded
2083,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,17,1.888888889,9,shaded
2084,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2085,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,shaded
2086,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2087,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,11,1.222222222,9,shaded
2088,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2089,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,shaded
2090,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2091,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,shaded
2092,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,20,2.222222222,9,shaded
2093,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,20,2.222222222,9,shaded
2094,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,shaded
2095,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,19,2.111111111,9,shaded
2096,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,10,1.111111111,9,shaded
2097,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2098,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,shaded
2099,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,24,2.666666667,9,shaded
2100,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,12,1.333333333,9,shaded
2101,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,12,1.333333333,9,shaded
2102,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,shaded
2103,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2104,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,shaded
2105,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,shaded
2106,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,shaded
2107,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2108,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2109,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2110,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2111,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2112,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2113,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,shaded
2114,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2115,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2116,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2117,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,shaded
2118,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,shaded
2119,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,shaded
2120,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2121,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,shaded
2122,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,1,9,shaded
2123,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2124,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2125,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2126,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2127,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2128,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2129,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2130,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2131,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2132,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2133,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2134,March,lo-9-2,shaded 9,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,14,1.555555556,9,shaded
2135,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2136,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2137,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2138,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2139,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2140,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2141,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2142,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,23,2.555555556,9,shaded
2143,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2144,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2145,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2146,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.333333333,9,shaded
2147,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2148,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2149,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2150,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2151,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2152,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2153,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2154,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,23,2.555555556,9,shaded
2155,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2156,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,shaded
2157,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2158,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2159,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2160,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2161,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2162,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2163,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2164,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2165,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2166,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2167,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,shaded
2168,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2169,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,shaded
2170,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2171,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2172,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2173,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2174,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2175,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2176,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2177,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2178,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2179,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,shaded
2180,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,shaded
2181,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2182,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2183,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,shaded
2184,March,lo-9-2,shaded 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2185,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2186,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2187,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2188,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2189,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2190,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2191,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2192,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2193,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2194,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2195,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2196,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2197,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2198,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2199,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2200,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,shaded
2201,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2202,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2203,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2204,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2205,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2206,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2207,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2208,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2209,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2210,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2211,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2212,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2213,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2214,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2215,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2216,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2217,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2218,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2219,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2220,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2221,March,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,5,0.555555556,9,shaded
2222,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2223,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2224,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2225,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2226,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2227,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2228,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2229,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,shaded
2230,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2231,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2232,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2233,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2234,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2235,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2236,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,shaded
2237,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2238,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,shaded
2239,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,shaded
2240,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,shaded
2241,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2242,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,shaded
2243,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,shaded
2244,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,shaded
2245,March,lo-9-2,shaded 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,shaded
2246,April,lo-9-2,shaded 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.333333333,9,shaded
2247,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2248,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2249,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2250,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,shaded
2251,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,shaded
2252,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2253,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,shaded
2254,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,shaded
2255,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,shaded
2256,April,lo-9-2,shaded 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,shaded
